timestamp,oil_urals,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,usdrub,eurrub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_value,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,fixed_basket,retail_trade_turnover,retail_trade_turnover_per_cap,retail_trade_turnover_growth,labor_force,unemployment,employment,invest_fixed_capital_per_cap,invest_fixed_assets,profitable_enterpr_share,unprofitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_natural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,baths_share,sewerage_share,gas_share,hot_water_share,electric_stove_share,heating_share,old_house_share,average_life_exp,infant_mortarity_per_1000_cap,perinatal_mort_per_1000_cap,incidence_population,rent_price_4+room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,modern_education_share,old_education_build_share,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,provision_retail_space_sqm,provision_retail_space_modern_sqm,turnover_catering_per_cap,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
1/14/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,64.4698,75.675,48.69,-0.247695967,77945.1,0.007065151,6.33,6.59,743.06,1554.46,99.49,237.72,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/15/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,65.1047,75.5587,47.67,-0.247695967,77945.1,0.007065151,6.33,6.59,762.39,1563.21,102.43,237.85,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/16/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,65.306,75.6498,50.17,-0.247695967,77945.1,0.007065151,6.33,6.59,769.8,1591.43,103.61,238.35,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/17/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,65.306,75.6498,50.17,-0.247695967,77945.1,0.007065151,6.33,6.59,769.8,1591.43,103.61,238.35,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/18/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,65.306,75.6498,50.17,-0.247695967,77945.1,0.007065151,6.33,6.59,769.8,1591.43,103.61,238.35,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/19/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,64.9806,75.428,48.84,-0.247695967,77945.1,0.007065151,6.33,6.59,766.57,1576.4,103.5,236.36,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/20/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,65.1355,75.1875,47.99,-0.247695967,77945.1,0.007065151,6.33,6.59,756.27,1570.97,103.7,236.75,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/21/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,65.3272,75.7278,49.03,-0.247695967,77945.1,0.007065151,6.33,6.59,782.13,1618.17,103.65,232.25,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/22/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,64.3795,73.1898,48.52,-0.247695967,77945.1,0.007065151,6.33,6.59,817.14,1666.56,104.14,230.58,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/23/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,63.7056,71.4375,48.79,-0.247695967,77945.1,0.007065151,6.33,6.59,820.99,1671.8,105.02,234.95,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/24/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,63.7056,71.4375,48.79,-0.247695967,77945.1,0.007065151,6.33,6.59,820.99,1671.8,105.02,234.95,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/25/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,63.7056,71.4375,48.79,-0.247695967,77945.1,0.007065151,6.33,6.59,820.99,1671.8,105.02,234.95,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/26/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,66.3795,77.4126,48.16,-0.247695967,77945.1,0.007065151,6.33,6.59,781.31,1642.37,103.59,235.1,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/27/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,66.567,77.3303,49.6,-0.247695967,77945.1,0.007065151,6.33,6.59,783.53,1673.92,103.38,235.47,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/28/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,67.9697,76.518,48.47,-0.247695967,77945.1,0.007065151,6.33,6.59,765.37,1647.71,103.82,237.52,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/29/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,69.1308,78.024,49.13,-0.247695967,77945.1,0.007065151,6.33,6.59,747.45,1639.65,103.22,237.75,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/30/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,69.4666,78.181,52.99,-0.247695967,77945.1,0.007065151,6.33,6.59,737.35,1647.69,104.87,237.56,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
1/31/2015,46.3414,21514.7,0.4,452,513.9,123.661,15.183,75.8,69.4666,78.181,52.99,-0.247695967,77945.1,0.007065151,6.33,6.59,737.35,1647.69,104.87,237.56,18552682,0.025742469,12.33,1753294,0.309668634,13.17,NA,NA,39156,NA,64310,0.05067965,17817.4,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,208.07,99.59,92.28,55.22,52.64,43.29,33.88,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/1/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,69.4666,78.181,52.99,-0.181496559,77945.1,0.007065151,6.33,6.59,737.35,1647.69,104.87,237.56,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/2/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,68.4317,77.4799,54.75,-0.181496559,77945.1,0.007065151,6.33,6.59,745.82,1625.31,105.82,237.02,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/3/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,66.0517,75.0633,57.91,-0.181496559,77945.1,0.007065151,6.33,6.59,786.69,1654.36,107.13,243.94,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/4/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,67.8692,77.4117,54.16,-0.181496559,77945.1,0.007065151,6.33,6.59,770.63,1656.02,106.63,252.55,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/5/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,66.581,76.4238,56.57,-0.181496559,77945.1,0.007065151,6.33,6.59,804.5,1696.06,107.29,252.55,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/6/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,66.857,75.6403,57.8,-0.181496559,77945.1,0.007065151,6.33,6.59,826.4,1755.45,108.54,265.05,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/7/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,66.857,75.6403,57.8,-0.181496559,77945.1,0.007065151,6.33,6.59,826.4,1755.45,108.54,267.71,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/8/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,66.857,75.6403,57.8,-0.181496559,77945.1,0.007065151,6.33,6.59,826.4,1755.45,108.54,267.71,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/9/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,65.7113,74.3651,58.34,-0.181496559,77945.1,0.007065151,6.33,6.59,840.48,1748.55,108.79,269.93,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/10/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,66.3458,73.8527,56.43,-0.181496559,77945.1,0.007065151,6.33,6.59,825.89,1742.35,108.6,274.49,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/11/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,65.9326,73.7543,54.66,-0.181496559,77945.1,0.007065151,6.33,6.59,832.33,1763.6,108.47,278.74,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/12/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,65.5098,74.3077,57.05,-0.181496559,77945.1,0.007065151,6.33,6.59,861.93,1802.8,108.65,281.91,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/13/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,63.4417,72.1123,61.52,-0.181496559,77945.1,0.007065151,6.33,6.59,914.05,1838.18,109.58,242.52,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/14/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,63.4417,72.1123,61.52,-0.181496559,77945.1,0.007065151,6.33,6.59,914.05,1838.18,109.58,242.52,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
2/15/2015,57.863,21514.7,0.4,469.4,520.7,123.661,16.889,75.8,63.4417,72.1123,61.52,-0.181496559,77945.1,0.007065151,6.33,6.59,914.05,1838.18,109.58,242.52,19328702,0.041827915,11.22,70259,-0.110679341,14.16,NA,NA,58366,NA,64310,0.05067965,18295.07,4310.1067,351.4477782,82.8,7067.470079,0.017708287,0.733598301,131403,1611.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,11.55,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.77,NA,NA,NA,190.86,99.44,83.85,61.92,51.49,41.86,34.35,NA,NA,1573.650623,97.8484,"954,918","82,517",NA,90.8,6899.930464,NA,NA,NA,NA,NA,10805,NA,0.45888,NA,463938,NA,NA,NA,234576.9
